grid_square,latitude,longitude,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe
"51.5015,-0.3795",51.5015,-0.3795,68.4,214.8,19488.6,1
"51.666,-0.4635",51.666000000000004,-0.4635,19.8,0.0,176717.0,1
"51.4475,-0.05",51.4475,-0.05,82.7,62.0,634.0,1
"51.3885,-0.142",51.3885,-0.142,4.3,279.6,21112.6,1
"51.3775,-0.5265",51.3775,-0.5265,10.6,122.6,22072.2,1
"51.3835,-0.4305",51.3835,-0.4305,70.5,361.4,16180.8,1
"51.431,-0.462",51.431000000000004,-0.462,10.6,49.8,1490.0,1
"51.523,-0.455",51.523,-0.455,75.9,45.4,14683.6,1
"51.313,-0.3345",51.313,-0.3345,4.0,59.4,22379.8,1
"51.477,0.1905",51.477,0.1905,52.9,14.2,411.8,1
"51.5485,-0.4525",51.5485,-0.4525,23.6,72.0,18249.0,1
"51.5735,-0.383",51.5735,-0.38299999999999995,73.7,15.2,641.2,1
"51.5165,0.253",51.5165,0.253,1.6,6.2,652.6,1
"51.557,-0.5255",51.556999999999995,-0.5255,30.6,44.4,2148.6,1
"51.6735,0.0175",51.6735,0.0175,43.3,2.8,333.2,1
"51.61,-0.326",51.61,-0.326,41.7,44.0,22431.000000000004,1
"51.398,-0.482",51.398,-0.48200000000000004,10.6,0.0,60476.00000000001,1
"51.288,-0.4445",51.288000000000004,-0.4445,4.0,2.6,86170.79999999999,1
"51.618,-0.285",51.618,-0.285,63.6,73.2,16554.2,1
"51.2705,0.035",51.2705,0.035,1.6,23.6,3085.8,1
"51.6175,-0.2285",51.6175,-0.2285,13.9,46.8,8517.4,1
"51.33,-0.535",51.33,-0.535,10.6,7.2,1074.6,1
"51.648,-0.5045",51.648,-0.5045,3.6,0.0,162936.0,1
"51.462,0.008",51.461999999999996,0.008,67.5,164.8,14357.0,1
"51.7165,-0.3545",51.7165,-0.3545,7.7,18.8,27883.4,1
"51.653,-0.541",51.653,-0.541,3.6,43.4,13351.999999999998,1
"51.5645,0.2815",51.5645,0.2815,13.1,4.0,68445.4,1
"51.271,-0.4415",51.271,-0.4415,4.0,41.2,10791.0,1
"51.5445,0.05",51.5445,0.05,201.8,232.8,16866.4,1
"51.5535,-0.507",51.5535,-0.507,30.6,21.2,24351.2,1
"51.372,0.136",51.372,0.136,15.0,37.8,3653.6,1
"51.352,0.1245",51.352,0.1245,2.0,1.0,23858.2,1
"51.638,-0.2015",51.638000000000005,-0.2015,2.9,7.6,18815.0,1
"51.629,-0.4385",51.629,-0.4385,25.4,50.8,11262.999999999998,1
"51.6835,0.121",51.6835,0.121,64.2,0.0,82152.6,1
"51.277,-0.021",51.277,-0.021,34.8,0.0,130464.6,1
"51.503,-0.463",51.503,-0.46299999999999997,64.6,68.8,16062.0,1
"51.6765,-0.534",51.6765,-0.534,3.6,43.4,13351.999999999998,1
"51.6655,-0.26",51.6655,-0.26,7.6,15.8,3529.4,1
"51.35,-0.232",51.35,-0.23199999999999998,31.2,113.4,17771.600000000002,1
"51.6515,0.2525",51.6515,0.2525,4.4,26.4,1470.6,1
"51.4775,-0.3425",51.4775,-0.3425,47.7,314.2,15433.000000000002,1
"51.302,0.1725",51.302,0.1725,2.0,87.4,18780.6,1
"51.4665,0.1355",51.4665,0.1355,54.6,111.0,12110.6,1
"51.584,0.0685",51.583999999999996,0.0685,91.5,121.6,32508.800000000007,1
"51.4025,0.005",51.4025,0.005,40.4,65.0,16313.799999999996,1
"51.438,0.1375",51.438,0.1375,29.3,86.2,11207.2,1
"51.617,0.169",51.617,0.16899999999999998,70.2,10.0,1311.75,1
"51.356,-0.423",51.356,-0.423,16.3,133.4,17644.399999999998,1
"51.268,-0.0205",51.268,-0.0205,34.8,0.0,130464.6,1
"51.464,0.2415",51.464,0.2415,11.8,2.25,120371.25,1
"51.4155,0.069",51.4155,0.069,7.4,72.0,10426.2,1
"51.4225,-0.383",51.4225,-0.38299999999999995,48.9,96.6,5554.0,1
"51.436,-0.2855",51.43600000000001,-0.2855,62.5,161.2,16764.0,1
"51.364,-0.3295",51.364,-0.3295,4.0,60.0,28512.4,1
"51.533,-0.0315",51.533,-0.0315,179.5,334.2,10776.2,1
"51.652,-0.4105",51.652,-0.4105,39.6,77.4,8986.599999999999,1
"51.555,0.166",51.555,0.166,28.1,88.2,21769.4,1
"51.5075,-0.0245",51.5075,-0.0245,37.8,202.4,25556.0,1
"51.657,-0.4425",51.657,-0.4425,19.8,50.8,11262.999999999998,1
"51.443,-0.1175",51.443000000000005,-0.1175,132.7,307.0,26028.2,1
"51.55,0.085",51.55,0.085,158.1,43.8,23144.8,1
"51.3025,0.0125",51.3025,0.0125,34.8,40.2,16860.199999999993,1
"51.656,0.0485",51.656000000000006,0.0485,20.1,3.2,564.8000000000002,1
"51.462,0.262",51.461999999999996,0.262,11.8,0.0,123816.5,1
"51.379,-0.3015",51.379,-0.3015,60.2,285.2,18174.0,1
"51.406,0.061",51.406000000000006,0.061,31.1,5.4,20414.6,1
"51.5135,-0.0545",51.5135,-0.0545,178.3,1236.2,23369.4,1
"51.6695,-0.4085",51.6695,-0.4085,39.6,104.4,23958.4,1
"51.391,-0.423",51.391000000000005,-0.423,70.5,238.0,14919.200000000004,1
"51.402,0.169",51.402,0.16899999999999998,2.2,22.8,2280.2000000000007,1
"51.4345,0.07",51.4345,0.07,51.5,42.4,8481.000000000002,1
"51.4845,-0.279",51.4845,-0.27899999999999997,97.5,14.8,26561.6,1
"51.379,-0.4775",51.379,-0.4775,10.6,95.0,23487.0,1
"51.257,-0.295",51.257,-0.295,4.0,77.4,18052.6,1
"51.4965,0.006",51.4965,0.006,99.7,69.2,9545.0,1
"51.647,-0.055",51.647,-0.055,45.1,120.8,21733.2,1
"51.566,-0.247",51.566,-0.247,125.3,45.0,97949.5,1
"51.3,0.257",51.3,0.257,2.0,6.2,16295.399999999998,1
"51.275,0.0775",51.275,0.0775,1.6,27.4,11868.8,1
"51.3685,-0.386",51.3685,-0.386,16.3,172.5,22948.0,1
"51.6205,-0.2295",51.6205,-0.2295,13.9,46.8,8517.4,1
"51.633,-0.2455",51.633,-0.2455,5.1,37.4,14076.2,1
"51.2915,-0.2275",51.2915,-0.2275,11.2,82.2,37027.4,1
"51.463,-0.4735",51.463,-0.4735,1.2,45.4,28870.2,1
"51.358,-0.371",51.358000000000004,-0.371,4.0,168.6,12689.2,1
"51.6805,-0.1655",51.6805,-0.1655,3.5,16.4,18312.8,1
"51.6615,0.02",51.6615,0.02,13.1,2.4,15566.4,1
"51.5305,-0.2725",51.5305,-0.2725,10.1,151.0,79001.40000000001,1
"51.3655,0.2845",51.3655,0.2845,34.4,0.0,57099.60000000001,1
"51.35,0.101",51.35,0.10099999999999999,14.8,28.0,25736.6,1
"51.6905,-0.179",51.6905,-0.179,3.5,162.0,13358.0,1
"51.329,-0.394",51.32899999999999,-0.39399999999999996,4.0,24.8,639.5999999999998,1
"51.2835,-0.5265",51.2835,-0.5265,10.6,2.6,94568.8,1
"51.7175,-0.0435",51.7175,-0.0435,56.6,46.0,42342.4,1
"51.414,-0.0795",51.413999999999994,-0.0795,60.3,16.2,1893.0,1
"51.5955,-0.0895",51.5955,-0.0895,88.0,1403.2,23030.6,1
"51.5835,0.073",51.5835,0.073,78.1,9.6,758.0,1
"51.62,0.099",51.62,0.099,66.2,4.2,9198.6,1
"51.4545,0.1455",51.4545,0.1455,37.6,67.8,15121.0,1
"51.664,-0.0405",51.663999999999994,-0.0405,94.0,106.0,15981.8,1
"51.6355,0.112",51.6355,0.11199999999999999,64.2,4.2,8677.6,1
"51.316,0.1965",51.316,0.1965,2.0,16.4,5928.4,1
"51.43,-0.528",51.43,-0.528,1.2,89.6,2477.4,1
"51.3615,-0.039",51.3615,-0.039,48.7,19.4,24415.2,1
"51.3335,-0.0225",51.3335,-0.0225,37.5,19.4,24415.2,1
"51.5495,0.2055",51.5495,0.2055,69.2,65.0,12944.4,1
"51.258,0.073",51.258,0.073,1.6,27.4,11868.8,1
"51.4655,-0.232",51.4655,-0.23199999999999998,76.5,876.6,19859.8,1
"51.6435,-0.086",51.6435,-0.086,26.5,162.4,16833.800000000007,1
"51.4045,0.233",51.4045,0.233,34.4,49.4,12761.2,1
"51.642,0.1865",51.641999999999996,0.1865,2.7,0.0,132333.80000000002,1
"51.614,-0.431",51.614,-0.431,25.4,35.6,9059.0,1
"51.557,-0.5295",51.556999999999995,-0.5295,30.6,44.4,2148.6,1
"51.3345,-0.167",51.3345,-0.16699999999999998,3.7,17.6,21417.8,1
"51.4365,-0.329",51.4365,-0.32899999999999996,55.5,351.0,14489.8,1
"51.4935,-0.3435",51.4935,-0.3435,5.0,96.0,13736.75,1
"51.3925,-0.4395",51.3925,-0.4395,70.5,30.8,960.2,1
"51.306,0.2465",51.306000000000004,0.2465,2.0,6.2,16295.399999999998,1
"51.708,-0.4755",51.708,-0.4755,3.6,0.0,43556.0,1
"51.298,-0.0365",51.298,-0.0365,34.6,13.4,3168.800000000001,1
"51.3,-0.293",51.3,-0.293,4.0,100.8,4321.5999999999985,1
"51.359,0.1375",51.358999999999995,0.1375,2.0,1.0,23858.2,1
"51.4525,-0.373",51.4525,-0.373,70.5,176.8,15888.000000000002,1
"51.364,-0.018",51.364,-0.018000000000000002,19.5,19.4,24415.2,1
"51.429,-0.506",51.428999999999995,-0.506,1.2,86.8,11133.8,1
"51.38,0.2605",51.38,0.2605,34.4,0.0,57099.60000000001,1
"51.692,-0.4065",51.692,-0.4065,39.6,67.6,27155.4,1
"51.5435,0.0845",51.5435,0.0845,178.2,76.4,11291.6,1
"51.467,-0.5195",51.467,-0.5195,1.2,0.0,198459.2,1
"51.5085,-0.059",51.5085,-0.059000000000000004,118.9,327.4,46758.2,1
"51.6495,0.262",51.6495,0.262,44.1,26.4,1470.6,1
"51.6095,-0.231",51.6095,-0.231,31.8,0.0,26512.8,1
"51.318,-0.5035",51.318000000000005,-0.5035,10.6,20.8,1603.8,1
"51.299,-0.139",51.299,-0.139,12.1,83.0,33465.4,1
"51.526,-0.444",51.526,-0.444,73.2,31.4,2331.6,1
"51.5425,-0.2925",51.5425,-0.2925,108.5,79.4,1612.4,1
"51.7135,-0.4925",51.7135,-0.4925,3.6,0.0,43556.0,1
"51.3895,0.197",51.3895,0.19699999999999998,11.9,0.8,12842.8,1
"51.3515,-0.191",51.3515,-0.191,92.7,149.4,16639.0,1
"51.3555,-0.4965",51.3555,-0.4965,10.6,127.6,21870.2,1
"51.5065,-0.508",51.5065,-0.508,17.4,12.2,439.00000000000006,1
"51.673,0.247",51.673,0.247,4.4,8.0,6875.600000000001,1
"51.711,-0.243",51.711000000000006,-0.243,5.1,0.0,137003.40000000002,1
"51.324,-0.126",51.324,-0.126,23.8,73.2,24309.0,1
"51.508,0.115",51.508,0.115,73.9,15.4,8214.400000000001,1
"51.51,0.112",51.51,0.11199999999999999,73.9,15.4,8214.400000000001,1
"51.436,-0.018",51.43600000000001,-0.018000000000000002,58.8,426.0,28236.6,1
"51.44,-0.5055",51.44,-0.5055,1.2,13.2,35854.6,1
"51.643,0.188",51.643,0.188,2.7,6.8,8725.400000000001,1
"51.61,-0.1415",51.61,-0.1415,34.2,14.6,79354.4,1
"51.369,-0.4675",51.369,-0.4675,10.6,190.6,1685.7999999999995,1
"51.532,-0.293",51.532,-0.293,34.0,181.2,28735.4,1
"51.5045,-0.272",51.5045,-0.272,235.0,420.6,13462.399999999998,1
"51.7025,0.126",51.7025,0.126,64.2,1.2,436.60000000000014,1
"51.397,-0.511",51.397,-0.511,10.6,115.4,18574.8,1
"51.414,-0.2435",51.413999999999994,-0.2435,23.8,745.2,12655.2,1
"51.391,-0.541",51.391000000000005,-0.541,1.2,29.8,7029.0,1
"51.4945,-0.1975",51.4945,-0.1975,222.5,290.6,71282.8,1
"51.5585,-0.5295",51.5585,-0.5295,30.6,44.4,2148.6,1
"51.4595,-0.099",51.4595,-0.099,89.0,592.0,14809.999999999998,1
"51.6665,0.2225",51.6665,0.2225,4.4,6.8,8725.400000000001,1
"51.4235,-0.0475",51.4235,-0.0475,87.3,191.4,15297.4,1
"51.489,0.1675",51.489,0.1675,15.0,24.8,9866.8,1
"51.39,-0.2875",51.39,-0.2875,46.9,59.8,1659.2,1
"51.6835,0.0995",51.6835,0.0995,66.2,0.0,122721.6,1
"51.3555,-0.4925",51.3555,-0.4925,10.6,127.6,21870.2,1
"51.6835,-0.009",51.6835,-0.009000000000000001,100.8,270.2,25022.0,1
"51.574,0.029",51.574,0.028999999999999998,46.7,59.2,15619.4,1
"51.364,-0.4045",51.364,-0.4045,16.3,160.2,12869.2,1
"51.4095,-0.367",51.4095,-0.36700000000000005,3.8,248.6,21193.6,1
"51.5975,-0.3905",51.5975,-0.3905,52.4,98.6,22421.2,1
"51.6735,0.015",51.6735,0.015,43.3,2.8,333.2,1
"51.64,-0.248",51.64,-0.248,7.6,46.8,59510.8,1
"51.568,-0.2035",51.568000000000005,-0.2035,47.3,175.2,9889.0,1
"51.3985,0.0235",51.3985,0.0235,57.1,4.0,467.4,1
"51.545,-0.09",51.545,-0.09,176.1,3180.6,11057.2,1
"51.4,0.1045",51.4,0.1045,67.8,35.4,28895.0,1
"51.4515,0.168",51.4515,0.168,16.8,73.6,16425.2,1
"51.604,-0.5145",51.604,-0.5145,3.6,16.4,12239.000000000002,1
"51.6335,-0.1295",51.6335,-0.1295,70.8,224.0,15740.0,1
"51.5725,0.0605",51.5725,0.0605,105.0,43.8,15123.399999999998,1
"51.3745,0.2545",51.3745,0.2545,34.4,0.0,57099.60000000001,1
"51.6175,0.0105",51.6175,0.0105,44.2,111.4,14201.2,1
"51.446,0.2365",51.446000000000005,0.2365,20.6,1.3333333333333333,121808.0,1
"51.389,-0.126",51.388999999999996,-0.126,55.0,279.6,21112.6,1
"51.6605,-0.1365",51.6605,-0.1365,3.5,58.8,17188.399999999998,1
"51.3575,-0.4465",51.3575,-0.4465,70.5,132.0,17924.8,1
"51.5745,-0.3675",51.5745,-0.3675,79.2,87.8,18293.2,1
"51.2705,-0.0275",51.2705,-0.0275,34.8,0.0,130464.6,1
"51.3665,-0.1495",51.3665,-0.1495,86.6,109.8,10549.0,1
"51.425,0.097",51.425,0.09699999999999999,19.6,35.2,18315.2,1
"51.3395,0.1165",51.3395,0.1165,2.0,28.0,25736.6,1
"51.355,-0.394",51.355,-0.39399999999999996,16.3,168.4,12103.399999999998,1
"51.6395,-0.4185",51.6395,-0.4185,39.6,74.8,13163.6,1
"51.379,0.05",51.379,0.05,20.3,38.4,18196.0,1
"51.6465,0.153",51.6465,0.153,5.5,25.2,9302.4,1
"51.497,0.16",51.497,0.16,12.9,24.8,9866.8,1
"51.5765,-0.212",51.5765,-0.212,99.6,95.2,65937.2,1
"51.399,-0.0615",51.398999999999994,-0.0615,62.9,19.0,1570.2,1
"51.3515,0.0315",51.3515,0.0315,6.1,27.8,8628.400000000001,1
"51.7095,-0.0465",51.7095,-0.0465,56.6,46.0,42342.4,1
"51.5795,0.2575",51.5795,0.2575,4.1,12.6,36317.6,1
"51.5755,0.0745",51.5755,0.0745,110.7,43.8,15123.399999999998,1
"51.2935,-0.3975",51.2935,-0.3975,4.0,106.2,305.8,1
"51.5255,-0.4775",51.5255,-0.4775,35.2,70.4,9173.999999999998,1
"51.6575,-0.2405",51.6575,-0.2405,5.1,36.8,20015.400000000005,1
"51.597,0.068",51.597,0.068,33.5,9.6,758.0,1
"51.555,-0.182",51.555,-0.182,78.6,867.2,46554.4,1
"51.324,-0.0865",51.324,-0.0865,25.0,75.4,17947.999999999996,1
"51.2645,-0.37",51.2645,-0.37,4.0,50.0,1714.0,1
"51.6685,0.2215",51.6685,0.2215,4.4,6.8,8725.400000000001,1
"51.5195,-0.37",51.5195,-0.37,110.3,789.2,24208.800000000007,1
"51.6595,0.195",51.6595,0.195,2.7,6.8,8725.400000000001,1
"51.701,-0.2935",51.701,-0.2935,7.6,32.8,12560.6,1
"51.394,0.255",51.394,0.255,34.4,24.0,1275.1999999999996,1
"51.6495,0.2575",51.6495,0.2575,4.4,26.4,1470.6,1
"51.432,-0.5115",51.431999999999995,-0.5115,1.2,423.6,18895.800000000007,1
"51.2785,0.183",51.2785,0.183,2.0,18.0,2539.6,1
"51.5505,-0.509",51.5505,-0.509,30.6,21.2,24351.2,1
"51.341,-0.1075",51.341,-0.1075,38.9,41.6,25095.4,1
"51.563,-0.2005",51.563,-0.2005,140.8,118.2,10875.2,1
"51.5345,-0.003",51.5345,-0.003,20.0,2058.6,27898.0,1
"51.421,-0.215",51.42100000000001,-0.215,61.5,202.8,3018.4,1
"51.694,-0.299",51.693999999999996,-0.299,6.9,6.6,357.0,1
"51.685,-0.1755",51.685,-0.1755,3.5,60.8,17224.8,1
"51.5825,-0.3405",51.5825,-0.3405,110.7,89.8,33273.0,1
"51.574,0.2285",51.574,0.2285,27.2,12.0,4628.0,1
"51.5215,0.137",51.5215,0.13699999999999998,6.9,0.4,83812.2,1
"51.4125,0.0205",51.4125,0.0205,68.6,233.0,23628.4,1
"51.2875,-0.469",51.2875,-0.469,70.5,0.6,90095.6,1
"51.556,-0.3265",51.556000000000004,-0.3265,83.8,48.8,10110.0,1
"51.264,-0.265",51.263999999999996,-0.265,11.2,169.8,7900.4,1
"51.612,-0.3255",51.611999999999995,-0.3255,41.7,44.0,22431.000000000004,1
"51.5585,-0.2485",51.5585,-0.2485,96.7,48.2,101715.39999999998,1
"51.5035,-0.0015",51.5035,-0.0015,365.4,137.0,96465.2,1
"51.4145,0.275",51.4145,0.275,20.6,3.0,580.4,1
"51.689,-0.111",51.68899999999999,-0.111,1.3,84.8,15573.999999999998,1
"51.6095,-0.166",51.6095,-0.166,33.9,32.4,2486.4,1
"51.354,-0.463",51.354,-0.46299999999999997,10.6,110.4,14728.6,1
"51.5995,-0.4825",51.5995,-0.4825,2.2,16.4,12239.000000000002,1
"51.286,0.0995",51.286,0.0995,1.6,0.0,130464.6,1
"51.465,-0.5385",51.465,-0.5385,1.2,0.0,198459.2,1
"51.499,0.1935",51.498999999999995,0.1935,31.6,15.6,1513.1999999999996,1
"51.667,0.216",51.667,0.21600000000000003,4.4,6.8,8725.400000000001,1
"51.4525,0.113",51.4525,0.113,36.7,99.2,17087.8,1
"51.58,0.09",51.58,0.09,16.9,58.0,55901.6,1
"51.463,0.136",51.463,0.136,67.2,111.0,12110.6,1
"51.6955,-0.14",51.6955,-0.14,3.5,19.0,12548.999999999998,1
"51.62,-0.182",51.62,-0.182,86.0,32.6,2237.8,1
"51.303,-0.27",51.303000000000004,-0.27,11.2,85.2,16208.4,1
"51.5435,-0.0215",51.5435,-0.0215,45.6,0.2,101789.6,1
"51.667,-0.207",51.667,-0.207,10.1,23.2,10968.0,1
"51.5715,-0.388",51.5715,-0.38799999999999996,64.7,15.2,641.2,1
"51.547,-0.0885",51.547,-0.0885,143.3,1385.6,9278.8,1
"51.4005,-0.449",51.4005,-0.449,10.6,200.8,11585.600000000002,1
"51.4245,-0.4675",51.4245,-0.4675,10.6,8.4,299.7999999999999,1
"51.505,-0.1225",51.505,-0.1225,60.7,3097.2,25534.4,1
"51.669,-0.224",51.669,-0.22399999999999998,18.8,25.2,61870.40000000001,1
"51.5625,-0.3525",51.5625,-0.3525,61.9,33.6,14677.4,1
"51.4415,-0.5155",51.4415,-0.5155,1.2,617.2,25738.4,1
"51.7095,-0.2025",51.7095,-0.2025,10.1,0.0,151025.19999999998,1
"51.3485,-0.281",51.3485,-0.281,32.1,402.8,15107.999999999998,1
"51.283,-0.325",51.283,-0.325,4.0,41.6,23494.8,1
"51.2985,-0.5015",51.2985,-0.5015,10.6,0.6,90095.6,1
"51.684,0.0505",51.684,0.0505,20.1,17.0,21763.4,1
"51.3235,-0.0325",51.3235,-0.0325,10.4,19.4,24415.2,1
"51.668,-0.448",51.668,-0.44799999999999995,19.8,0.0,24949.0,1
"51.5045,0.191",51.5045,0.191,72.3,15.6,1513.1999999999996,1
"51.6285,-0.064",51.6285,-0.064,139.6,101.8,13602.0,1
"51.6025,0.061",51.6025,0.061,48.3,11.0,7102.4000000000015,1
"51.3905,-0.4815",51.3905,-0.4815,10.6,0.0,60476.00000000001,1
"51.412,-0.2335",51.412,-0.2335,59.1,419.6,13649.4,1
"51.3265,0.0895",51.3265,0.0895,1.7,26.25,78.25,1
"51.6905,-0.1795",51.6905,-0.1795,3.5,162.0,13358.0,1
"51.5295,-0.054",51.5295,-0.054000000000000006,129.3,592.0,17250.2,1
"51.4045,-0.1235",51.4045,-0.1235,128.1,11.8,566.6,1
"51.668,-0.2005",51.668,-0.2005,10.1,154.6,12755.8,1
"51.2815,-0.382",51.2815,-0.382,4.0,106.2,305.8,1
"51.3895,0.1175",51.3895,0.1175,42.7,78.6,10862.4,1
"51.577,0.0035",51.577,0.0035,64.0,506.6,32283.4,1
"51.272,0.2115",51.272,0.2115,2.0,104.2,16280.6,1
"51.524,0.064",51.523999999999994,0.064,105.4,5.2,190.2,1
"51.648,0.064",51.648,0.064,31.7,3.2,564.8000000000002,1
"51.681,0.2625",51.681000000000004,0.2625,4.4,8.0,6875.600000000001,1
"51.6415,-0.0385",51.6415,-0.0385,66.7,81.8,19541.6,1
"51.4185,-0.3955",51.4185,-0.3955,10.3,40.6,70418.0,1
"51.2685,0.245",51.2685,0.245,2.0,6.2,16295.399999999998,1
"51.586,-0.3995",51.586000000000006,-0.3995,34.0,16.8,2549.4,1
"51.649,0.001",51.648999999999994,0.001,22.6,36.8,16606.200000000004,1
"51.421,0.0285",51.42100000000001,0.0285,11.3,17.0,2194.2000000000007,1
"51.5915,-0.2675",51.5915,-0.2675,67.0,28.4,8219.4,1
"51.667,0.26",51.667,0.26,4.4,26.4,1470.6,1
"51.5865,-0.502",51.5865,-0.502,7.6,16.4,12239.000000000002,1
"51.69,-0.021",51.69,-0.021,48.3,20.2,792.8,1
"51.304,0.1805",51.303999999999995,0.1805,2.0,32.6,14695.2,1
"51.479,-0.4325",51.479,-0.4325,46.6,48.8,3359.0,1
"51.663,-0.4295",51.663000000000004,-0.4295,25.4,67.2,23029.0,1
"51.51,0.0835",51.51,0.0835,122.8,14.4,37786.0,1
"51.6675,0.19",51.6675,0.19,2.7,6.8,8725.400000000001,1
"51.3575,-0.1655",51.3575,-0.1655,56.2,1.0,102.8,1
"51.628,-0.0485",51.628,-0.0485,125.7,102.6,12385.999999999998,1
"51.358,-0.1245",51.358000000000004,-0.1245,38.8,41.6,12823.6,1
"51.4485,0.226",51.4485,0.226,20.6,76.8,16083.8,1
"51.6415,0.177",51.6415,0.177,2.7,0.0,132333.80000000002,1
"51.676,-0.3995",51.676,-0.3995,39.6,0.0,71.25,1
"51.2925,-0.2785",51.2925,-0.2785,4.0,169.8,7900.4,1
"51.297,-0.2905",51.297,-0.2905,4.0,51.6,24556.4,1
"51.298,-0.325",51.298,-0.325,4.0,5.6,562.2,1
"51.716,-0.3155",51.716,-0.3155,6.9,0.0,142039.19999999998,1
"51.293,-0.082",51.293,-0.08199999999999999,25.3,1.2,213.2,1
"51.4585,-0.068",51.4585,-0.068,139.0,273.6,17046.8,1
"51.6525,-0.18",51.6525,-0.18,63.7,247.4,27987.0,1
"51.6475,-0.0735",51.6475,-0.0735,93.4,169.6,19287.4,1
"51.437,-0.324",51.437,-0.324,32.1,351.0,14489.8,1
"51.635,-0.455",51.635,-0.455,19.8,50.8,11262.999999999998,1
"51.433,0.243",51.433,0.243,20.6,0.4,120668.6,1
"51.486,-0.3245",51.486000000000004,-0.3245,38.5,679.4,55133.0,1
"51.6425,0.1735",51.6425,0.1735,2.7,0.0,132333.80000000002,1
"51.625,0.0075",51.625,0.0075,38.0,111.4,14201.2,1
"51.5305,-0.174",51.5305,-0.174,96.8,228.6,20115.2,1
"51.5515,0.1165",51.5515,0.1165,104.9,108.8,11597.8,1
"51.623,0.0855",51.623000000000005,0.0855,99.0,38.4,11821.999999999998,1
"51.463,-0.173",51.463,-0.17300000000000001,82.7,485.4,15716.2,1
"51.688,-0.4285",51.688,-0.4285,25.4,19.0,37095.0,1
"51.476,0.057",51.476000000000006,0.057,15.9,53.0,2449.9999999999995,1
"51.3055,0.094",51.3055,0.094,1.6,26.25,78.25,1
"51.604,0.221",51.604,0.221,57.5,15.6,10551.0,1
"51.718,-0.249",51.718,-0.249,5.1,0.0,71997.6,1
"51.3775,-0.13",51.3775,-0.13,4.3,51.6,20491.8,1
"51.7,0.113",51.7,0.113,64.2,1.2,436.60000000000014,1
"51.5135,-0.0215",51.5135,-0.0215,153.3,283.6,6107.8,1
"51.6945,-0.291",51.6945,-0.29100000000000004,7.6,32.8,12560.6,1
"51.3385,0.26",51.3385,0.26,2.0,24.2,8521.2,1
"51.3415,-0.186",51.3415,-0.18600000000000003,34.3,2.4,126.8,1
"51.662,0.002",51.662,0.002,43.3,54.0,16842.600000000002,1
"51.3225,0.1675",51.3225,0.1675,2.0,0.0,99885.6,1
"51.2635,-0.352",51.2635,-0.35200000000000004,4.0,50.0,1714.0,1
"51.6765,0.2775",51.6765,0.2775,4.4,3.0,325.0,1
"51.6255,-0.288",51.6255,-0.28800000000000003,111.9,2.4,27888.000000000004,1
"51.6055,0.2885",51.6055,0.2885,4.1,64.8,16001.199999999995,1
"51.594,-0.4515",51.593999999999994,-0.4515,4.0,111.8,25136.2,1
"51.3505,-0.111",51.3505,-0.111,25.2,100.8,32014.0,1
"51.2955,-0.0105",51.2955,-0.0105,34.8,0.0,130464.6,1
"51.6375,0.206",51.6375,0.20600000000000002,16.0,15.6,10551.0,1
"51.4485,0.0145",51.4485,0.0145,73.2,283.8,19723.0,1
"51.2895,0.142",51.2895,0.142,2.0,0.0,50588.0,1
"51.6655,-0.3465",51.6655,-0.3465,7.7,0.0,92746.8,1
"51.6095,-0.4515",51.6095,-0.4515,4.0,39.4,22257.4,1
"51.4385,-0.159",51.4385,-0.159,123.6,105.0,900.8,1
"51.5205,-0.3485",51.5205,-0.3485,155.9,40.6,20240.0,1
"51.4375,-0.4245",51.4375,-0.4245,10.6,204.6,13143.4,1
"51.46,-0.292",51.46,-0.292,112.1,800.8,10877.2,1
"51.7145,-0.2465",51.7145,-0.2465,5.1,0.0,137003.40000000002,1
"51.5665,-0.355",51.5665,-0.355,101.6,33.6,14677.4,1
"51.468,-0.0355",51.468,-0.0355,87.8,152.4,4721.5999999999985,1
"51.605,-0.2615",51.605,-0.2615,103.7,148.2,28113.6,1
"51.3075,-0.3745",51.3075,-0.3745,4.0,0.0,151384.6,1
"51.2725,-0.0645",51.2725,-0.0645,25.3,23.4,35037.6,1
"51.3265,-0.096",51.3265,-0.096,9.8,75.4,17947.999999999996,1
"51.586,0.078",51.586000000000006,0.078,66.2,53.6,18179.6,1
"51.6635,-0.501",51.6635,-0.501,3.6,39.0,19904.8,1
"51.5915,-0.523",51.5915,-0.523,3.6,0.0,148872.0,1
"51.3095,0.007",51.3095,0.006999999999999999,34.8,40.2,16860.199999999993,1
"51.447,-0.5315",51.446999999999996,-0.5315,1.2,18.0,45644.75,1
"51.505,0.158",51.505,0.158,12.9,23.2,19049.6,1
"51.39,-0.283",51.39,-0.28300000000000003,34.5,127.4,4843.6,1
"51.3615,0.1385",51.3615,0.1385,2.0,1.0,23858.2,1
"51.573,0.0745",51.573,0.0745,110.7,43.8,15123.399999999998,1
"51.5625,-0.0485",51.5625,-0.0485,274.0,1128.6,25302.800000000007,1
"51.6675,-0.442",51.6675,-0.442,25.4,0.0,24949.0,1
"51.5785,-0.267",51.5785,-0.267,26.2,71.4,15158.2,1
"51.306,0.1625",51.306000000000004,0.1625,2.0,116.8,12258.2,1
"51.2915,0.107",51.2915,0.107,1.6,0.0,130464.6,1
